komentar,kategori
"ohh ini org paling pelit, biar outfit dan penampilan selalu cetar",hate speech
"Unboxing elit, ngasih makan pegawai sulit",hate speech
Geli banget sm suara kuku asmr nya langsung tak skip takut,hate speech
"saya gregetan banget, harus banget diketok2 ya barang2nya, alay banget norak",hate speech
"Suaminya mana, lihat nih istrinya riya mulu ",hate speech
Hisabnya banyak banget ini,hate speech
apapun makanannya minumnya ludah sendiri.,hate speech
"Bayar gajian karyawan woy. Sudah salah itu minta maaf. Bukan playing victim, bikin malu aja deh lu",hate speech
si paling ngancurin usaha orang hahahaha,hate speech
Tasyi mending pake stylish deh buat pake baju mohon maaf norak banget dandanannya,hate speech
Suami nya gak ngasih tau kalau kaki bini nya tuh aurat yang harus ditutup juga ??? kAtanya syekh? Syekh bodong kali,hate speech
"Captionnya kureng kak, yang benar tuh Tasyi gapernah salah Athasyia wkwk jadi orang kok gamau mengaku salah",hate speech
itu sendal nya kekecilan loh sadar kamu gendut,hate speech
pasangan redflag playing victim banget wkwk,hate speech
Katanya ga bakal seruangan sm yang ada laki2nya selain suami ini kok?  ke acara keluarga sendiri tidak datang malah leboh milih sm org lain,hate speech
Kamu keterlaluan mbak sebelum ngatain dagangan org jiplak minimal cari tau dulu lah kasihan itu usaha org lu matiin,hate speech
Geli liat sytlenya si habib alay¨¨¨ maaf ya non teci,hate speech
kaya nya ni orang salah pilih suami wkwk,hate speech
"Ngebayangin tasyi , suami dan anak2nya pada makan enak terus tim nya pada ngeliatin mereka makan sambil nunggu sisaan makanan mereka",hate speech
Karyawannya ga diajak makan tuh ya? Pasti dikasih makanan sisa,hate speech
"Selera fashion lu ga banget. Mending hire fashion stylish deh, percuma barang branded tapi norak",hate speech
Bisa mewah gitu tapi karyawan nya diluar negeri cuma dikasih mie instan ,hate speech
Ga cocok asli keramaian. Coba celana nya pake warna hitam atau rok hitam terus gaush pakai belt dan tas nya keramaian jadi kek gimana gitu norak banget alay,hate speech
Ngeselin banget ngeliat ni orang ketok2 barang sok2an asmr jijik saya dengernya,hate speech
ASMR tu harus banget ya ketuk ketuk package apapun pake kuku2 itu? buat saya si ganggu banget,hate speech
Apasi celana nya norak banget anjing,hate speech
Kaya artis dangdut,hate speech
katanya ga boleh main sama cowo gimana sih jilat ludah sendiri,hate speech
"Tasyi rada pansos ya keknya, sama Shani apalagi, makanya suka ngasihin barang branded demi membeli pertemanan yang tidak tulus ini, dia tau Shani lagi ramai ramainya",hate speech
Emang boleh bib pake celana seketat itu? Katanya habib tapi seperti tidak mengerti syariat islam yang benar,hate speech
Ga boleh main sama cowo asli mungkin maksudnya wkwk kalau sama cowo seperti bencong banci boleh main,hate speech
Katanya gak boleh satu ruangan yang bukan makhram ? Kok ada laki laki disitu sih bohong ya,hate speech
Kak apa ga kasihan itu heelsnya kekecilan gamuat gitu dikaki tapi msh dipaksa? Sadar kak kaki kamu besar gendut,hate speech
ngapain ibadah di umbar2? laki nya kan si paling suci si paling beragama kok ga diceramahin sih si tasyi? ,hate speech
riya riya,hate speech
ngakak banget sholat aje dibikin konten. Sholat gak niat cuman buat cari uang,hate speech
Harus banget ngontenin sholat? Alay banget biar dibilang alim?,hate speech
mohon maaf tapi pink2 di bajunya itu mirip sama kembang yang biasa dipake buat nyekar ke makam,hate speech
Fashion sama cara makeupnya norak banget,hate speech
"jujur ya, saya sih melihatnya seperti 2 orang condet biasa aja gitu",hate speech
suami cosplay jd nabi palsu,hate speech
Tombol kebiri fred suami ragil,hate speech
"mereka latar belakangnya pelawak tapi versi lain, balik lagi ke jalan yang benar, lah lu latar belakangnya homo gitu gay wkwk",hate speech
Alah lu aja ngehina agama lgbt kok islam,hate speech
Tapi kalau support lgbt jelas nggak banget..  MAHA GURU PERKONTOLAN ,hate speech
Tombol anus kembang kempis mana sih buat lgbt,hate speech
Tombol goblok anjay,hate speech
Sama sama unfoll yuk,hate speech
Ujung tombol anus sudah kena tai karna lgbt,hate speech
Buatin lagu buat ragil terus ngentot sama ragil ya bro @audijens_yen ,hate speech
Kami tidak membenci orangnya cuman sifat anda yang kami anti karna lgbt jadi yuk kita report ragil,hate speech
Gil pernah nggak pas berhubungan keluar atau kena tai?,hate speech
Semoga cepat di azab tuhan ,hate speech
Kontol najis goblok,hate speech
hanya ambeien dan mencret cabe yang bisa memisahkan mereka,hate speech
YANG SETUJU LUCINTA LUNA DI ASINGKAN SAJA KE PULAU TERPENCIL KARENA PERILAKU PENYIMPANGAN,hate speech
Jangan bawa2 nama allah yang suci dalam hal yang jelas2 haram anjing ini penyimpangan,hate speech
Tombol settingan dan gimmick nya kak,hate speech
"lun please deh, lo boleh sesuka lo ngapain kek tapi gausah bawa' dan mengatasnamakan Tuhan. lo sendiri aja ngelanggar aturan Tuhan, jd pls otak di pake lo boleh ngapain aja tapi jangan bawa' dan mengatasnamakan Tuhan.",hate speech
"Curiga cuma settingan ini, cowoknya sepertinya cuma disewa atau kontrak",hate speech
"Baiknya lu pindah ke german ajah cin ,karna saya takut kena imbas azab dari perbuatan lu",hate speech
"Naudzubillah, Lu tau ga sih ini salah?? CAPTION HARAP DIGANTI karena ada kata yang sangat sakral dan ga pantes kata tersebut di letakan difoto ini sangat sangat tidak pantas!!! sama aja anda mempermainkan agama",hate speech
"Ngomong alhamdulilah atas anugrahmu, lu sendiri aja operasi kelamin, anugrah palak bapak kau goblok",hate speech
"Muhammad Fatah mending luh pindah negara barat aja, masyarakat  Indonesia takut kena azab Allah",hate speech
"Dia bilang dia cuma pengen bahagia, tapi kebahagiaan lu ngerusak generasi.. ya masa kita disuruh diam ajamending kita hujat dan report",hate speech
Sebaiknya pindah Negara hidup bersama calon lakimu. Karena kalian tidak pantas tinggal disini,hate speech
"lu kira dengan begitu lu benar lun? kalau lu benar islam lu harus nya tau merubah ciptaan sama dengan menyekutukan tuhan, uda syirik lo woi, sadar sih oi netizen tu cuma ingatin lu kembali ke jalan yang benar ga ngejudge yang g baik baik toh lu uda ngaku di podcast dulu lu transgender, lah sekarang uda ngaku jd wanita yang mana yang benar, kasih kami bukti lu emang dari lahir lu cewe, netizen tuh gabakal puas sebelum lu kasih, lu tau sendiri lu influencer, lu selebrity, lu famous, otomatis kata lu udah a sampai z tuh kata netizen, kalau lu gamau ngambil resiko lu bakal dihujat, yauda tinggal klarifikasi babe, setiap masalah ada jalan keluar nya, gausa lu sedih sedih kelamaan mending lu tuntasin, ku kelarin udah, atau tinggal konferensi pers, tunjukkan bukti atau apa kek biar netizen tuh ga ngehujat lu lagi, ya kalau lu ga bertindak, cuma ngomong"" doang di sosmed ttg dosa dan ttg siapa yang benar, gabakal siap ni masalah, lu tau sendiri selagi masi ada celah netizen gabakal tutup mulut",hate speech
KOK MALAH BILANG NETIZEN SUCI KAH? lo sadar ga? lo MELENCENG DARI AJARAN AGAMA ISLAM!!!! ALLAH MENCIPTAKAN ADAM DAN HAWA BUKAN ADAM DAN MAS FATAH!!!!,hate speech
"ngapain si netizen di tanggapin, org lu yang ngepublikin hubungan, kalau gamau di hujat stop upload karna konten lu pantas buat dihujat ‚",hate speech
"Kita sebagai perempuan, ga sama dengan kamu om. kamu sebagai lelaki yang menyerupai perempuan ",hate speech
Tetap aura mas mas nya terpancar‚ padahal udah transgender wkwk,hate speech
"Kok bangga nguplod yang di benci allah,, seharusnya malu,,, bodoh banget",hate speech
"Palsu banget, dibuat2, nggak kayak milen sama lionel natural aja",hate speech
"Itu Laki Seleranya lain dari pada yang lain,  lihat ini selera makanku jd hilang. ‚",hate speech
"dirimu adalah ciptaan dokter, ciptaan Tuhan sdh kau buang, tidak tau bersyukur",hate speech
Cantik nya buatan dokter wkwk,hate speech
Pas lari lari dipantai celananya kayak ada eek nya mau jatoh,hate speech
Coba liatin dr belakang dah.... Itu serius bijinya tetap di potong?,hate speech
Suara bidadari menyeramkan,hate speech
"Pancingan ndasmu, ngelawak bole tapi yang masuk akal dikit ini logikanya sampai keluar angkasa wkwk",hate speech
"Gara2 Elu mempublikasikan Pernikahan2 lgbt lu di semua sosmed,,, akhir kata semua Kaum Pelangi kena Hujatan dan sorotan Publik,, udah deh,, kita di indonesia,, gak semua org bisa menerima kaum macam kita,, yang wajar dan normal aja mbak ",hate speech
"Kok bulenya mau disuruh apapun ya, kaya boneka Mengikuti semua keinginan dan imajinasi nya Mungkin demi cuan",hate speech
"Hanya ambeien yang bisa memisahkan mereka berdua,",hate speech
Bukan bidadari surga tapi neraka“‚,hate speech
"Berapa sakitnya perasaan orang tua mereka , melihat anak nya seperti ini ,,,",hate speech
"Cowonya dikasih bayaran pasti buat nurutin kemauan si lucinta smua, dari bikin reels, kawin. Gimmick aja smua biar hidupnya ga membosankan, ",hate speech
Oplas yang sebelum ini hasil nya lebih bagus kak lun yang oplas terakhir bikin aneh kelihatan laki nya‚,hate speech
Lucinta Luna kok kaya nenek,hate speech
Hanya penyakit ambien yang bisa memisahkan kalian berdua,hate speech
Palingan kalau cowoknya udah bosan ditinggalin,hate speech
Keliatan bekas sayatan di bawah payudaranya. abis dimasukin sumpelan ager2‚,hate speech
Hay Babi,hate speech
"Orangnya palsu, rambut palsu, acaranya cinta palsu, semua palsu ‚",hate speech
"Dari kemarin salfok sama rambut, Rambutnya tuh kayak gak nempel apa gimana si jangan jangan rambut palsu ya wkwk",hate speech
knp si dunia ini aneh2 aja udah gak paham lah apalagi indonesian ini kok bisa yang gitu pun di tonton bahkan viral rasa nak pindah ke aceh aja,hate speech
TOMBOL LGBT KONTOL -----------------------,hate speech
dah kelewatan ni.... dulu wakti oplas aku gak pernah komentar... karna dosa urusan mu... tapi ini sudah menunjukan postingan tidak pantas ditunjukkan dipublik... gila,hate speech
"kok bisa dia nikah di indonesia ,orang2 kaya lucinta luna ini secara ga sadar kaya dia tuh MEMPROMOSIKAN BAHWA LGBT itu di perbolehkan dia gampang banget gonta ganti pacar bulenya pasti ada yang mendanai dia untuk promosi hal2 berbau LGBTQ",hate speech
"Luna.. luna. Mau sampai kapan lo begini? Kpn lo bahagianya kalau hidup di bawah aturan dan tekanan mereka terus.., goblok banget",hate speech
"Tenang tenang, ini cuma semacam job kontrak wkwk. Keliatan banget. Masih kasar gimmicknya ah ‚",hate speech
"Kok wajahnya jd terlihat laki2 lg ya, dulu ada aura cewek nya dikit2",hate speech
Om luna nggak takut dosa nikah sama cowok. om luna kan cowok juga..”,hate speech
"Jujur, aku geli liatnya. ",hate speech
Tombol jijik,hate speech
Tombol muntah,hate speech
Kenapa guw ngeliat cowonya ngga ada gagah gagahnya ya apa mungkin cowonya transgender juga cewe jadi cowo,hate speech
"heran saya, tiap video durasi akhirnya pasti ciuman geli banget jijik",hate speech
Disensor Napa cipokan kek gitu ntar dilihat banyak anak2. Bisa rusak nanti...,hate speech
Jangan bawa2 nama Allah dalam kesesatan kalian dong..,hate speech
Kominfo. konten LGBT gini kok di diami sih. apa kominfo komunitas pelagi juga...?? Ini tontonan yang gak layak di konsumsi publik. apalagi anak2 skarenag smua sdh ngerti main hp. dan punya IG di hp merka. kok sepertinya kominfo cuek2 aja sm tayangan seperti ini. buta atau gimana.,hate speech
"Semoga aja Allah SWT membalas segera atas perbuatanmu yang zholim ini. Kamu dengan sengaja mempertontonkan pelanggaran atas apa yang Allah larang benci. Azab yang pedih kamu akan dapatkan baik di dunia maupun di akhirat,",hate speech
"gabisa bedain gimick sama real, kemarin kebanyakan gimick",hate speech
jangan bawa agama ya ka.. karna ini salah satu yang bikin bencana alam,hate speech
Melanggar hukum allah ga takut Indonesia nya kena malapetaka mbak?,hate speech
"Sekedar mengingatkan,""JANGAN gunakan bismillah dan atas izin Allah"" atas kemungkaran yang kk lakukan sebelum Allah turunkan azab untukmu",hate speech
CANTIK BINGIT KAYA FIR'AUN,hate speech
"gak usa pakai wig panjang banget kek gitu kak, nampak tua kulihat",hate speech
"wkwk lu jadi komedian aja lun pantes gila , ",hate speech
"Luna ga boleh kasar kasar , lagi hamil bayi palsu keguguran",hate speech
Kok ka lucinta makin kusut aja si... sekarang kayak aneh,hate speech
Kasihan cowok nya  ya ampun versi berbatang,hate speech
Hancur,hate speech
"Inara ribet Sma tok nya, belahanya sampai ke atas tuh rok... Ngawur ah fashion nya",hate speech
"Acara tv gini semua, menayangkan siaran tolol tidak layak ditonton",hate speech
Bisa gak sih acara kaya gini tuh di blacklist ajah?? Karena ini tuh kaya mempromosikan / menormalisasikan kaum lgbt.,hate speech
Acara TV yang tidak layak di tonton,hate speech
"Kenapa pelaku LGBT+ masuk tv sih, berarti termasuk mendukung dong lgbt+, astaghfirullah",hate speech
"Semenjak acara TV kaya begini semua, jadi malas tengok tv",hate speech
"Akhir jaman, wanita seperti cowok dan cowok jadi wanita",hate speech
Bule nya seperti terpaksa Sama ka luna,hate speech
Maaf ya kak lucinta  tapi Apa hanya aku yang berpikir si bule ini cuman mau cuannya aja jadi kayak menumpang saja. ,hate speech
Apakah si bule sudah tau kalau om luna perempuan setengah matang?,hate speech
"Sudah bebas kah di negri ini, hingga kemaksiatan di tebar tanpa rasa malu..",hate speech
Ditunggu konten makan nya di penjara mbak lina @linamukherjee_,hate speech
"mampus , maka nyaa jangan sok jagoan lo",hate speech
Selamat makan babi dalam penjara,hate speech
Makan babi lg di penjara kau,hate speech
"Makan babi banyak banyak di LP Lina, biar tambah besar itu kau",hate speech
Itulah pentingnya waktu kecil dikasih (ASI). biar besarnya tidak mnjadi (ASU),hate speech
Aneh lho Lina ini kan artis sering di sorot kamera tapi kenapa kok tidak merawat bodynya sih biar enak di pandang‚‚,hate speech
Akibat sepi job dan mau viral dan terkenal sampai segitunya wkwk. sama satu spesies cocok emang,hate speech
Boleh gak Sih saya ngatain lu anjing atau babi gitu...?,hate speech
kalau KAU mau berbuat salah jangan KAU jadi kan Konten. Berarti KAU itu menghina agama Islam. kalau udah menyakut agama sedunia akan menghujat KAU ... PAHAM KAU Celengan SEMAR,hate speech
yang kasus babi makan babi dah kelar?,hate speech
"Dia itu pengin nya kyak artis bolywood, TaPI sayang bajunya GK sesuai.. jadi terpaksa pakai BH yang harga 35 rb‚iya kl yang pakai bodynya langsing lah itu udah kyak tong glungdung",hate speech
Hehehe.. pake baju atuh mbak.. org india asli walau baju nampak perut tapi tetap baju mba. Bukan BH doang,hate speech
Ni orang suka banget umbar tubuh biar di lihat banyak orang dia ga malu ya tubuh nya di pamerin,hate speech
pengen muntah sumpah… .mbuk sadar awak sadar badan lu jelek,hate speech
"Kan bH nya ga gitu mbak ,pakenya model miniset, ",hate speech
Kutangnya beda warna tolong... Keliatan kutang banget goblok,hate speech
"Dulu pernah ngikutin setiap hari selalu stalking yang isinya, hampir rata netizen dari dulu udah sering ngingetin, ngebilangin kalau ini itu ga baik. Tapi dia ini selalu gak Terima, sperti orang Takabur tidak takut Tuhan. Eh akhirnya dengan sekejap mata Allah langsung membolak-balikan nya.. Terima dah tuh mampus di penjara",hate speech
Selamat datang di hotel penjara.. Semoga jadi pelajaran ya agar tidak main dengan agama..,hate speech
"Selamat atas gelar baru'nya ""NARAPIDANA"" Serta selamat juga atas Baju Dan Kamar Baru'nya ya ",hate speech
Merendahkan harga diri sendiri wkwk,hate speech
Definisi menjatuhkan harga diri sendiri. Ntar kalau direndahin orang jangan marah yah karena itu dimulai dari kamu sendiri goblok sih,hate speech
gak bermutu dong kontennya tidak layak ditonton tidak berbobot,hate speech
"tapi jeffry masang tarif ke elu, rugi banget lah ga masang tarif dasar murahan",hate speech
Benci tuhan? Lu gak di penjara aja tuhan udah menolongmu dari ketakutanmu… masih benci tuhan dan meremehkan tuhan?,hate speech
LINA IS QUEEN OF gsruk memek FROM INDONESIA RAYA,hate speech
apa kabar kasus makan babi kemarin‚ yang tiba2 maag akut,hate speech
Mukanya kaya labi labi wkwk,hate speech
lina garuk memek jaya jaya jayaa,hate speech
kelihatan banget murahan buat Cemilan pejabat paling,hate speech
garuk memek aja bangga anjir,hate speech
Duta garuk memek,hate speech
mbak mbak jadi keset laki2 kok malah bangga,hate speech
"duh, prestasinya apa? kok bisa viral begini hal hal bodoh",hate speech
"Mantan lebih dari 30 bangga anjir, cewe yang ke gitu tandanya murah... kita jadi cewe mahal dikit lah",hate speech
murahan banget...,hate speech
garuk memek aja bangga loh tolol banget,hate speech
Dia keputihan kah itu memek nya?,hate speech
Tau adab gak mbak kaya orang idiot,hate speech
Cantik dari kepala sampai dagu .kalau dari leher ke kaki gak dulu deh banyak daki wkwk,hate speech
Deterjen cerdas pilih foto nya pas lagi garuk memek,hate speech
Kudis nya di obatin biar gak garuk2. dan beli baju2 yang sopan biar indah liat nya. gigi kalau senyum aja baru lihat.,hate speech
Sekalian sedot lemak perutnya dong kak soalnya gendut banget gak enak dilihat,hate speech
Mana ada member blackpink yang garuk memek di depan umum,hate speech
"Oh ini yang punya ajaran sesat itu nyuruh"" test darive sebelum nikah wah parah sih gak punya otak",hate speech
Aneh sih dia doang yang bangga akan aib Be smart ajalah unfollow ga berfaedah oh ya yang memuja dia ... Nilai sendiri aja .. inget Jangan gila pujian jangan gila dikit dikit nanti benaran gila loh,hate speech
